aba_number,address,state,phone_number,bank
111925032,"600 WEST COMMERCIAL, OZARK, AR - 72949",AR,479-667-7194,BANK OF THE OZARKS 
267090772,"P O BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
061110405,"PO BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
053101684,"PO BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
053112259,"PO BOX 196, OZARK, AR - 72949",AR,336-998-1799,BANK OF THE OZARKS 
053208118,"PO BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
053274155,"P.O. BOX 196, OZARK, AR - 72949",AR,479-667-7194,BANK OF THE OZARKS 
061019771,"PO BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
061103001,"PO BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
061104262,"PO BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
061104822,"PO BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
061105533,"PO BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
026013291,"PO BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
061112458,"PO BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
061112474,"P.O. BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
061119558,"P.O. BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
061120107,"P.O. BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
061120233,"P.O BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
061120369,"P.O. BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
061120521,"P.O. BOX 196, OZARK, AR - 72949",AR,501-320-4036,BANK OF THE OZARKS 
061121135,"PO BOX 280, CARROLLTON, GA - 30112",GA,501-320-4036,BANK OF THE OZARKS 
073920638,"PO BOX 351, JEFFERSON, IA - 50129",IA,515-386-2131,HOME STATE BANK 
073918378,"P O BOX 79, ROYAL, IA - 51357",IA,712-933-5511,HOME STATE BANK 
091915670,"P.O. BOX 1620, WILLMAR, MN - 56201",MN,320-231-1118,HOME STATE BANK 
053202318,"P. O. BOX 320, CONWAY, SC - 29528",SC,843-248-5721,CONWAY NATIONAL BANK 
104113958,"P O BOX 720, OGALLALA, NE - 69153",NE,308-284-4071,ADAMS BANK AND TRUST COMPANY 
042107657,"1-5 WEST SECOND STREET, MAYSVILLE, KY - 41056",KY,606-564-3304,SECURITY BANK 
221276998,"100 COLLEGE AVE, NEW BRUNSWICK, NJ - 08903",NJ,732-932-7645,RUTGERS FEDERAL CREDIT UNION 
211288239,"50 RIVERSIDE INDUSTRIAL PKWY, PORTLAND, ME - 04103",ME,800-464-0253,CPORT CREDIT UNION 
125007098,"600 UNIVERSITY STREET SUITE 2323, SEATTLE, WA - 98101",WA,800-368-7808,HSBC BANK 
275977926,"2221 S WEBSTER AVE, GREEN BAY, WI - 54301",WI,920-432-4353,WISCONSIN MEDICAL CREDIT UNION 
051085427,"9401 WEST BROAD ST, RICHMOND, VA - 23294",VA,804-266-0290,HENRICO FCU 
265274639,"PO BOX 2358, SULPHUR, LA - 70664",LA,337-583-3575,DAVIDSON EFCU 
226076038,"899 S OYSTER BAY ROAD, BETHPAG3E, NY - 11714",NY,806-287-7070,BETHPAGE FEDERAL CREDIT UNION 
221473652,"899 S OYSTER BAY ROAD, BETHPAGE, NY - 11714",NY,516-871-8160,BETHPAGE FEDERAL CREDIT UNION 
221476442,"899 S OYSTER BAY ROAD, BETHPAGE, NY - 11714",NY,516-871-8160,BETHPAGE FEDERAL CREDIT UNION 
211383383,"10 DOWNER AVE, HINGHAM, MA - 02043",MA,781-749-2026,HINGHAM FEDERAL CREDIT UNION 
114902683,"209 EAST GRAVIS, SAN DIEGO, TX - 78384",TX,361-279-3316,FIRST STATE BANK OF SAN DIEGO 
091208138,"PO BOX 190, KENSINGTON, MN - 56343",MN,320-965-2419,KENSINGTON BANK 
091904348  091208138,"PO BOX 190, KENSINGTON, MN - 56343",MN,320-965-2419,KENSINGTON BANK 
111103524,"P O BOX 6266, BOSSIER CITY, LA - 71111",LA,318-747-6000,CITIZENS NATIONAL 
111104921  111103524,"PO BOX 6266, BOSSIER CITY, LA - 71111",LA,318-747-6000,CITIZENS NATIONAL 
122228003,"SUITE 300, IRVINE, CA - 92614",CA,714-730-4457,SUNWEST BANK 
124103757,"SUITE 300, IRVINE, CA - 92614",CA,714-730-4457,SUNWEST BANK 
263281653,"200 NORTH PACE BLVD, PENSACOLA, FL - 32505",FL,850-430-1961,GPCE CREDIT UNION 
211370639,"109 ELM ST, MILLBURY, MA - 01527",MA,508-581-6243,MILLBURY SAVINGS BANK 
042208174,"P.O. BOX 8, WEST ALEXANDRIA, OH - 45381",OH,937-839-4628,TWIN VALLEY BANK 
261084988,"6705 SUGARLOAF PARKWAY, DULUTH, GA - 30097",GA,770-476-6400,GEORGIA UNITED CREDIT UNION 
261171309,"6705 SUGARLOAF PARKWAY, DULUTH, GA - 30097",GA,770-476-6400,GEORGIA UNITED CREDIT UNION 
261172764,"6705 SUGARLOAF PARKWAY, DULUTH, GA - 30097",GA,770-476-6400,GEORGIA UNITED CREDIT UNION 
261175512,"6705 SUGARLOAF PARKWAY, DULUTH, GA - 30097",GA,770-476-6400,GEORGIA UNITED CREDIT UNION 
091900096,"331 N CENTRAL AVE, DULUTH, MN - 55807",MN,218-624-3676,PIONEER NATIONAL BANK 
273974578,"SUITE 101, DUBUQUE, IA - 52002",IA,563-582-1141,DUBUQUE TEACHERS CREDIT UNION 
242076669,"1243 WEST 8TH STREET, CINCINNATI, OH - 45203",OH,513-381-8600,POSTAL FAMILY CREDIT 
313082964,"P O BOX 2188, HOUSTON, TX - 77252",TX,713-923-9559,BAKER HUGHES FCU 
084203593,"106 EAST MAIN STREET, NORTH CARROLLTON, MS - 38947",MS,662-237-9272,PEOPLES BK 
103103516,"517 WASHINGTON STREET, RYAN, OK - 73585",OK,580-757-2409,PEOPLES BK 
264180070,"3443 DICKERSON PK, NASHVILLE, TN - 37207",TN,615-345-3471,SKYLINE CREDIT UNION 
031319045,"638 E PITT ST, BEDFORD, PA - 15522",PA,814-623-6093,HOMETOWN BANK OF PENNSYVANIA 
103108443,"203 OKLAHOMA AVE, OKARCHE, OK - 73762",OK,405-263-7215,FIRST BANK OF OKARCHE 
211573180,"744 MAIN ST, PAWTUCKET, RI - 02860",RI,401-728-8300,WOODLAWN FCU 
274970814,"P O BOX 190, RICHMOND, IN - 47375",IN,765-962-9587,WEST END 
102301241,"103 EAST 2ND STREET, PINE BLUFFS, WY - 82082",WY,307-245-3221,FARMERS STATE BANK OF PINE BLUFFS 
304982497,"325 N. 52ST, LINCOLN, NE - 68504",NE,402-467-1102,SPIRIT OF AMERICA FEDERAL CU 
062191627  262183749,"P.O. DRAWER 8, DALEVILLE, AL - 36322",AL,334-598-4411,ARMY AVIATION CNTR FED C U 
262183749,"238 VIRGINIA AVE, DALEVILLE, AL - 36322",AL,334-598-4411,ARMY AVIATION CNTR FED C U 
265176274  262183749,"P.O. DRAWER 8, DALEVILLE, AL - 36322",AL,334-598-4411,ARMY AVIATION CNTR FED C U 
082905505,"P.O. BOX 1900, GREEN FOREST, AR - 72638",AR,870-438-5214,ANSTAFF 
114912220,"1336 E COURT ST., SEGUIN, TX - 78155",TX,830-401-6032,FIRST COMMERCIAL BANK NA 
243382831,"201 S. JEFFERSON ST., NEW CASTLE, PA - 16101",PA,724-652-5783,GNC COMMUNITY FCU 
101102836,"1700 N LINCOLN AVE, LIBERAL, KS - 67901",KS,620-624-1971,FIRST NATIONAL BANK LIBERAL 
253271822,"871 EAST PINELOG ROAD, AIKEN, SC - 29803",SC,803-641-3084,SECURITY FEDERAL BANK 
264271293,"632 ELK AVE, ELIZALETHTON, TN - 37643",TN,423-543-1000,SECURITY FEDERAL BANK 
091904924,"147 CENTRAL AVENUE SOUTH, BROOTEN, MN - 56316",MN,320-346-2234,BONANZA VALLEY ST BK 
282974996,"7333 HWY 270, MALVERN, AR - 72104",AR,501-332-6530,DIAMOND LAKES FEDERAL CREDIT UNION 
282975034,"7333 HIGHWAY 270, MALVERN, AR - 72104",AR,501-332-6530,DIAMOND LAKES FEDERAL CREDIT UNION 
267090769,"7007 BROADWAY AVE, CLEVELAND, OH - 44105",OH,216-429-5087,THIRD FEDERAL SAVINGS AND LOAN 
281271263,"400 CHESTNUT ST, MT. CARMEL, IL - 62863",IL,618-263-3276,WABASH SAVINGS BANK 
301171285,"P.O. BOX 3505, TOPEKA, KS - 66601",KS,785-270-6147,CAPITOL FEDERAL SAVINGS BANK 
261287633,"PO BOX 1987, STATESBORO, GA - 30459",GA,912-764-9846,CORE CREDIT UNION 
104103081  091408734,"3405 N LOUISE AVE, SIOUX FALLS, SD - 57107",SD,605-334-2548,
072000915,"P7-PFSC-03-H, PITTSBURGH, PA - 15219",PA,877-824-5001,PNC 
265075087,"5508 CITRUS BLVD, HARAHAN, LA - 70123",LA,504-733-7274,
231277822,"565 N BROADWAY, DEEPWATER, NJ - 08023",NJ,856-299-1279,DEEPWATER INDUSTRIES 
072404197,"124 PHELPS ST BOX 5, DECATUR, MI - 49045",MI,269-423-7014,FIRST STATE BK DECATUR 
067016574,"1567 SAN REMO AVE, CORAL GABLES, FL - 33146",FL,786-406-7654,PROFESSIONAL BANK 
242072391,"8008 FERRY ST, MIAMITOWN, OH - 45041",OH,513-353-1339,THE MIAMI 
281082148,"727 CRAIG RD, ST LOUIS, MO - 63141",MO,314-996-2399,MAWC CREDIT UNION 
274074121,"111 E VERMONT ST, INDIANAPOLIS, IN - 46204",IN,317-444-2000,INDIANAPOLIS NEWSPAPERS FCU 
242072168,"8249 CLARA AVENUE, CINCINNATI, OH - 45239",OH,513-729-0100,NEW FOUNDATION SAVINGS BANK 
221182888,"3 DANBURY RD, WILTON, CT - 06897",CT,203-210-7585,MERRITT FCU 
243084663,"1010 DELAFIELD RD, PITTSBURGH, PA - 15215",PA,412-822-3185,VA PITTSBURGH EMPL FCU 
243086111,"1010 DELAFIELD RD, PITTSBURGH, PA - 15215",PA,412-822-3185,VA PITTSBURGH EMPL FCU 
264278445,"1545 BLUFF CITY HWY, BRISTOL, TN - 37620",TN,423-989-2139,UNITED SOUTHEAST FEDERAL 
323380834,"3325 WASHINGTON WAY, LONGVIEW, WA - 98632",WA,360-425-5444,MINT VALLEY FCU 
321171184,"ONE PENN'S WAY, NEW CASTLE, DE - 19720",DE,716-248-7246,CITIBANK FSB 
211288653,"2 MIDDLE RD, SABATTUS, ME - 04280",ME,207-375-6538,SABATTUS REGIONAL C U 
122244249,"16011 EAST WHITTIER BLVD, WHITTIER, CA - 90603",CA,562-947-1920,FRIENDLY HILLS BANK 
272482508,"9200 HAGGERTY RD, PLYMOUTH, MI - 48170",MI,734-416-5348,MICHIGAN EDUCATIONAL CU 
303085609,"P.O. BOX 44000, OKLAHOMA CITY, OK - 73144",OK,405-685-6200,
283078778,"850 DIXIE HWY, LOUISVILLE, KY - 40210",KY,502-774-7321,
271188311,"4502 27TH ST, MOLINE, IL - 61265",IL,309-797-1414,QUAD CITIES POSTAL CREDIT UNION 
322077274,"2445 MARIONDALE AVENUE, LOS ANGELES, CA - 90032",CA,323-505-2600,CAL STATE LA FEDERAL CREDIT UNION 
303184542,"2721 N. MAIN, ALTUS, OK - 73521",OK,580-482-7965,RED RIVER FEDERAL C U 
065201381  065404340,"400 EAST THOMAS STREET, HAMMOND, LA - 70401",LA,985-345-7685,FIRST GUARANTY BANK 
065404340,"400 EAST THOMAS STREET, HAMMOND, LA - 70401",LA,985-520-6326,FIRST GUARANTY BANK 
065404353,"400 EAST THOMAS STREET, HAMMOND, LA - 70401",LA,985-345-7685,FIRST GUARANTY BANK 
111993747,"400 EAST THOMAS STREET, HAMMOND, LA - 70401",LA,254-399-0700,FIRST GUARANTY BANK 
231271239,"1179 ROUTE 40, PILESGROVE, NJ - 08098",NJ,856-769-4400,FRANKLIN BANK 
231379979,"P.O. BOX 778, CHAMBERSBURG, PA - 17201",PA,717-263-4444,PATRIOT FEDERAL CREDIT UNION 
242278409,"309 COURT STREET, HAMILTON, OH - 45011",OH,513-868-5881,ALLWEALTH FEDERAL CREDIT UNION 
021113196,"94 DANBURY RD, RIDGEFIELD, CT - 06877",CT,203-431-7431,FAIRFIELD COUNTY BANK CORP 
091202338,"2203 FINLAND AVENUE, FINLAYSON, MN - 55735",MN,320-233-7575,NORTHVIEW BANK 
091902256  091907471,"2203 FINLAND AVE, FINLAYSON, MN - 55735",MN,320-233-7575,NORTHVIEW BANK 
091907471,"2203 FINLAND AVENUE, FINLAYSON, MN - 55735",MN,320-233-7575,NORTHVIEW BANK 
221374175,"18 COMPUTER DRIVE EAST, ALBANY, NY - 12205",NY,518-458-2195,CAPITAL COMMUNICATIONS FCU 
221375093,"18 COMPUTER DRIVE EAST, ALBANY, NY - 12205",NY,518-458-2195,CAPITAL COMMUNICATIONS FCU 
221380868,"18 COMPUTER DRIVE EAST, ALBANY, NY - 12205",NY,518-458-2195,CAPITAL COMMUNICATIONS FCU 
302174362,"217 WEST 3RD AVENUE, ANTONITO, CO - 81120",CO,719-376-5413,GUADALUDE PARISH C U 
122242490,"3 MACARTHUR PLACE, SANTA ANA, CA - 92707",CA,877-441-2265,PACIFIC TRUST BANK 
304083448,"7148 TOWNE CENTER PKWY, PAPILLION, NE - 68046",NE,402-292-8000,SAC FEDERAL CREDIT UNION 
074906059,"PO BOX 8, COVINGTON, IN - 47932",IN,765-793-2237,THE FOUNTAIN TRUST COMPANY 
107006091,"12345 WEST COLFAX AVENUE, LAKEWOOD, CO - 80215",CO,303-235-1446,FIRST BANK OF 
271172275,"104 NORTH TREMONT, KEWANEE, IL - 61443",IL,309-853-3537,UNION FED SVG 
226076339,"4120 CRESCENT STREET, LONG ISLAND CITY, NY - 11101",NY,718-729-1116,BAKERY SALESMEN CU 
275981967,"1800 N POINT DRIVE, STEVENS POINT, WI - 54481",WI,715-346-6533,SENTRY CREDIT UNION 
111913879,"PO BOX 699, CROSS PLAINS, TX - 76443",TX,254-725-6141,TEXAS HERITAGE BANK 
282075028,"PO BOX 9, JACKSONVILLE, AR - 72078",AR,501-982-1000,ARKANSAS FCU 
263281718,"251 AMBER STREET, PENSACOLA, FL - 32503",FL,850-433-6159,PENSACOLA L 
091409380,"PO BOX 667, POLLOCK, SD - 57648",SD,605-889-2311,CAMPBELL COUNTY 
291479987,"3823 S KIWANIS CIRCLE, SIOUX FALLS, SD - 57105",SD,605-338-2533,VOYAGE FEDERAL CREDIT UNION 
274973141,"1104 MEDICAL PARK DR, FORT WAYNE, IN - 46825",IN,260-423-8294,MIDWEST AMERICA FCU 
065302154,"521 MAIN STREET, PHILADELPHIA, MS - 39350",MS,601-656-4692,CITIZENS BANK OF PHILADELPHIA 
221379060,"113 WEST ALBANY STREET, OSWEGO, NY - 13126",NY,315-342-4574,OSWEGO TEACHERS EMP FCU 
301080693,"406A E BANNISTER ROAD, KANSAS CITY, MO - 64131",MO,816-363-2223,HEARTLAND COMMUNITY CREDIT UNION 
011102638,"PO BOX 565, SALISBURY, CT - 06068",CT,860-435-2581,NATIONAL IRON BANK 
255077503,"112 CENTERWAY, GREENBELT, MD - 20770",MD,301-474-5900,GREENBELT FEDERAL CREDIT UNION 
042105785,"PO BOX 160, WHITLEY CITY, KY - 42653",KY,606-376-5031,UNITED CUMBERLAND BANK 
064207166,"P.O.BOX 160, WHITLEY CITY, KY - 42653",KY,606-376-5031,UNITED CUMBERLAND BANK 
263182480,"640 EAST GAINES ST, TALLAHASSEE, FL - 32301",FL,850-414-4400,DEPT OF TRANSPORTATION C U 
231275882  311973208,"STE 1100, DALLAS, TX - 75201",TX,972-934-4700,COLLEGE SAVINGS 
071001449,"1000 N RUSH ST, CHICAGO, IL - 60611",IL,312-440-4044,OAK TRUST AND SAVINGS BANK 
271970066,"111 SYLVAN AVE, ENGLEWOOD CLIFF, NJ - 07632",NJ,201-242-2207,CITIBANK F S B 
322281455,"17045 VIA DEL CAMPO, SAN DIEGO, CA - 92127",CA,858-487-1880,NORTH COUNTY CREDIT UNION 
322284986  322281455,"17045 VIA DEL CAMPO, SAN DIEGO, CA - 92127",CA,858-487-1880,NORTH COUNTY CREDIT UNION 
084101417,"101 N. WASHINGTON, FORREST CITY, AR - 72335",AR,870-633-3112,FNB OF EASTERN ARK 
243074071,"9001 PERRY HIGHWAY, PITTSBURGH, PA - 15237",PA,412-364-1911,WEST VIEW SAVINGS BANK 
091408640,"100 E HAVENS, MITCHELL, SD - 57301",SD,605-995-1113,CORTRUST 
043305092,"SUITE 201, LATROBE, PA - 15650",PA,724-539-3501,COMMERCIAL BANK AND TRUST 
061020799,"500 11TH STREET, COLUMBUS, GA - 31901",GA,800-334-9007,BANK OF NORTH 
265281965,"714 E KALISTE SALOOM RD, SUITE A-3, LAFAYETTE, LA - 70508",LA,337-233-2274,PHI FEDERAL CREDIT UNION 
282974679,"1101 MAIN ST., CROSSETT, AR - 71635",AR,870-304-3259,TIMBERLINE FEDERAL CREDIT UNION 
304987191,"510 G STREET, CENTRAL CITY, NE - 68826",NE,308-946-3070,ARCHER COOPERATIVE CREDIT UNION 
211883922,"599 EAST ST, LUDLOW, MA - 01056",MA,413-589-9966,LUSO FED CR UN 
304972232,"P O BOX 318, TECUMSEH, NE - 68450",NE,402-335-3384,TECUMSEH FEDERAL BANK 
036018969,"199 W GIRARD AVE, PHILADELPHIA, PA - 19123",PA,215-789-4476,HYPERION BANK 
272481965,"6101 ANACAPRI BLVD, LANSING, MI - 48917",MI,517-323-8873,
091300887,"415 MAIN STREET, CANDO, ND - 58324",ND,701-968-3331,FIRST STATE BK OF CANDO 
021311383,"222 GENESEE STREET, UTICA, NY - 13502",NY,315-797-2700,BANK OF UTICA 
241078888,"5269 EAST 104TH STREET, GARFIELD HTS, OH - 44125",OH,216-587-0631,ST 
071002257,"3RD FLOOR, ROSEMONT, IL - 60018",IL,877-766-5577,BANCO POPULAR 
071924393  071924458,"3RD FLR, ROSEMONT, IL - 60018",IL,877-766-5577,BANCO POPULAR 
071001588,"10TH FLOOR, NEW YORK, NY - 10004",NY,877-766-5577,BANCO POPULAR 
071001685,"10TH FLOOR, NEW YORK, NY - 10004",NY,877-766-5577,BANCO POPULAR 
071004420,"10TH FLOOR, NEW YORK, NY - 10004",NY,877-766-5577,BANCO POPULAR 
071004543,"10TH FLOOR, NEW YORK, NY - 10004",NY,877-766-5577,BANCO POPULAR 
071918545,"10TH FLOOR, NEW YORK, NY - 10004",NY,877-766-5577,BANCO POPULAR 
071924319,"10TH FLOOR, NEW YORK, NY - 10004",NY,877-766-5577,BANCO POPULAR 
071924458,"10TH FLOOR, NEW YORK, NY - 10004",NY,877-766-5577,BANCO POPULAR 
021502011,"ATTN: DEPT. 638, SAN JUAN, PR - 00936",PR,787-751-9800,BANCO POPULAR 
221572702,"PO BOX 362708, SAN JUAN, PR - 00936",PR,787-751-9800,BANCO POPULAR 
044213895,"115 SOUTH FOURTH STREET, MARTINS FERRY, OH - 43935",OH,740-633-0445,THE COMMUNITY 
091014267  096015232,"SUITE B, APPLE VALLEY, MN - 55124",MN,952-808-8000,ANCHOR BANK 
091903462,"SUITE B, APPLE VALLEY, MN - 55124",MN,952-808-8000,ANCHOR BANK 
096008825  096015232,"SUITE B, APPLE VALLEY, MN - 55124",MN,952-808-8000,ANCHOR BANK 
211273765,"P. O. BOX 488, BATH, ME - 04530",ME,207-442-8711,FIRST 
261171480,"430 COMMERCE PARK DR, MARIETTA, GA - 30060",GA,770-424-0060,LGE COMMUNITY CREDIT UNION 
071110107  071123123,"PO BOX 1100, MILAN, IL - 61264",IL,309-787-7567,BLACKHAWK BANK AND TRUST 
021582714,"CALLE GEORGETTI NUM. 64, COMERIO, PR - 00782",PR,787-875-2540,COOPERATIVA 
043308426,"201 NORTH WARREN AVENUE, APOLLO, PA - 15613",PA,724-478-3151,APOLLO TRUST 
302070013,"3700 E ALAMEDA AVE, DENVER, CO - 80209",CO,303-321-4209,WESTERRA CREDIT UNION 
302076004,"3700 E ALAMEDA AVE, DENVER, CO - 80209",CO,303-321-4209,WESTERRA CREDIT UNION 
307076889,"3700 E ALAMEDA AVE, DENVER, CO - 80209",CO,303-321-4209,WESTERRA CREDIT UNION 
011304300,"91 PLEASANT ST, MARBLEHEAD, MA - 01945",MA,781-631-6000,NATL GRAND BK MARBLEHEAD 
255077985,"5211-A PAINT BRANCH PARKWAY, COLLEGE PARK, MD - 20740",MD,301-277-8633,MNCPPC FEDERAL CREDIT UNION 
312276470,"P O BOX 99, LAS CRUCES, NM - 88004",NM,575-647-4500,WHITE SANDS FCU 
031918941  236075689,"8-3208, PHILADELPHIA, PA - 19103",PA,215-864-6724,BENEFICIAL BANK 
036002069  236075689,"8-3208, PHILADELPHIA, PA - 19103",PA,215-864-6724,BENEFICIAL BANK 
231387589  236075689,"8-3208, PHILADELPHIA, PA - 19103",PA,215-864-6724,BENEFICIAL BANK 
236073377  236075689,"8-3208, PHILADELPHIA, PA - 19103",PA,215-864-6724,BENEFICIAL BANK 
236075689,"8-3208, PHILADELPHIA, PA - 19103",PA,215-864-6724,BENEFICIAL BANK 
236074156,"1901-03 EAST PASSYUNK AVE., PHILADELPHIA, PA - 19148",PA,215-468-1700,BENEFICIAL BANK 
236074677,"1901 E. PASSYUNK AVE, PHILADELPHIA, PA - 19148",PA,215-468-1700,BENEFICIAL BANK 
031311797,"3RD & MARKET STREETS, HALIFAX, PA - 17032",PA,717-896-3433,RIVERVIEW NATIONAL BANK 
221582323,"GREGORIO PADILLA BUILDING, HATILLO, PR - 00659",PR,787-898-3260,
101107093,"PO BOX 288, STERLING, KS - 67579",KS,620-278-2244,ALDEN STATE 
075903983,"400 N. MAIN ST, LOYAL, WI - 54446",WI,715-255-8526,CITIZENS STATE BANK LOYAL 
075907235,"207 W 6TH ST, MARSHFIELD, WI - 54449",WI,715-387-1122,MARSHFIELD SAVINGS BANK 
283979835,"200 CLINIC DRIVE, MADISONVILLE, KY - 42431",KY,270-326-6101,REGIONAL MEDICAL CENTER EMPLOYEE FCU 
211370419,"344 CAMBRIDGE STREET, CAMBRIDGE, MA - 02141",MA,617-354-7700,EAST CAMBRIDGE SVGS BANK 
026014384,"28-31 31ST, ASTORIA, NY - 11102",NY,347-649-6124,ALMA BANK 
026014517,"28-31 31ST STREET, ASTORIA, NY - 11102",NY,347-649-6124,ALMA BANK 
265377743,"BLDG 305, MERIDIAN, MS - 39307",MS,601-483-7307,MERIDAN MISSISSIPPI 
092905207,"111 CASTNER, BELT, MT - 59412",MT,406-277-3314,BELT VALLEY BANK 
103108249,"ATTN: OPERATIONS, AMARILLO, TX - 79109",TX,806-677-7001,FIRST STATE BANK OF ALTUS 
111322994,"4415 4TH ST, LUBBOCK, TX - 79416",TX,806-472-2665,PLAINSCAPITAL BANK 
114921415,"4415 4TH ST, LUBBOCK, TX - 79416",TX,806-472-2622,PLAINSCAPITAL BANK 
311993149,"4415 4TH ST, LUBBOCK, TX - 79416",TX,806-472-2665,PLAINSCAPITAL BANK 
321170596,"1030 THIRD ST, SAN RAFAEL, CA - 94901",CA,415-456-6231,FIRST FEDERAL SLA OF SAN RAFAEL 
282075552,"4300 WEST 7TH ST., LITTLE ROCK, AR - 72205",AR,501-661-1938,VA HOSPITAL FEDERAL CREDIT UNION 
267078299,"5901 DEL LAGO CIRCLE, SUNRISE, FL - 33313",FL,954-486-5202,BRIGHTSTAR CREDIT UNION 
066004367,"ELECTRONIC BANKING DEPT, MIAMI, FL - 33130",FL,305-349-5490,CITY NATIONAL BANK OF FLORIDA 
271192802  271189433,"1420 S 8TH STREET, SPRINGFIELD, IL - 62703",IL,217-718-5013,SANGAMON SCHOOLS CREDIT UNION 
092105227  091300641,"BOX 465, FAIRVIEW, MT - 59221",MT,406-742-5203,FAIRVIEW 
222079822,"132 CAYUGA ROAD, CHEEKTOWAGA, NY - 14225",NY,716-634-3636,AFGM ENTERPRISE FEDERAL CREDIT UNION 
091110093,"PO BOX 399, MANISTIQUE, MI - 49854",MI,906-341-4600,STATE SAVINGS BANK OF MANISTIQUE 
211176998,"1055 HARTFORD TURNPIKE, WATERFORD, CT - 06385",CT,860-446-8085,CHARTER OAK COMM FED CU 
111906048,"P O BOX 9, ROCKWALL, TX - 75087",TX,972-771-8311,LAKESIDE NATIONAL BANK 
261073478,"670 METROPOLITAN PKWY, ATLANTA, GA - 30310",GA,404-658-6465,ATLANTA CITY EMPLOYEES CU 
121137522,"P.O. BOX 75000, DETROIT, MI - 48275",MI,800-581-9857,COMERICA BANK CALIFORNIA 
267079557,"3022 N. ROOSEVELT BLVD, KEY WEST, FL - 33040",FL,305-294-6622,KEYS FEDERAL CREDIT UNION 
101059992,"925 GRAND BOULEVARD, KANSAS CITY, MO - 64198",MO,816-881-2683,PUBLIC 
314978404,"3131 HOLLY RD, CORPUS CHRISTI, TX - 78415",TX,361-855-4494,TEXAS BRIDGE CREDIT UNION 
272480872,"2410 GAYNOR AVE. NW, GRAND RAPIDS, MI - 49544",MI,616-784-4822,MEIJER CREDIT UNION 
251482066,"900 WEST MAIN STREET, RADFORD, VA - 24141",VA,540-639-0885,FIRST NRV FEDERAL CREDIT UNION 
304083493,"6111 NO 72ND ST, OMAHA, NE - 68134",NE,402-571-8444,HEARTLAND AREA FEDERAL CREDIT UNION 
064203513,"20 BROAD ST SW, CLEVELAND, TN - 37311",TN,423-478-8415,BANK OF CLEVELAND 
064209339,"214 KELLER LANE, MARYVILLE, TN - 37801",TN,865-738-2222,FOOTHILLS BANK 
064209180,"P.O. BOX 4759, MARYVILLE, TN - 37802",TN,865-738-2222,FOOTHILLS BANK 
272486232,"340 E HURON STE 100, ANN ARBOR, MI - 48104",MI,734-662-8200,THE UNIVERSITY OF MICHIGAN CU 
244171575,"P. O. BOX 4460, NEWARK, OH - 43058",OH,740-345-3494,FIRST FEDERAL SAVINGS OF NEWARK 
322484320,"PO BOX 94767, LAS VEGAS, NV - 89193",NV,702-876-7229,SIERRA PACIFIC FCU 
274970610,"723 E BROADWAY, LOGANSPORT, IN - 46947",IN,574-722-3855,LOGANSPORT SAVINGS BANK FSB 
091310961,"106 SOUTH AVE WEST, GLEN ULLIN, ND - 58631",ND,701-348-3613,BANK OF GLEN ULLIN 
107000068,"301 WEST 5TH STREET, PUEBLO, CO - 81003",CO,719-545-1834,PUEBLO BANK AND TRUST 
231379238,"871 30TH STREET, ALTOONA, PA - 16601",PA,814-944-4025,ALTOONA BUTTERICK FCU 
081512834,"PO BOX 180, MACKS CREEK, MO - 65786",MO,573-363-5321,BANK OF MACKS CREEK 
242170086,"433 MADISON AVE, COVINGTON, KY - 41011",KY,859-431-0087,CITIZENS FED KY 
262276656,"TVA RESERVATION 1010, MUSCLE SHOALS, AL - 35662",AL,256-386-3000,TVA COMMUNITY CREDIT UNION 
325272209,"502 NINTH AVENUE, FAIRBANKS, AK - 99701",AK,907-452-3371,CITY OF FAIRBANKS FCU 
221270282,"2ND FLOOR, CLIFTON, NJ - 07013",NJ,973-478-7328,CLIFTON SAVINGS 
325182580,"4700 N DIVISION, SPOKANE, WA - 99207",WA,509-483-0580,SEARS SPOKANE EMPLOYEES FCU 
291881177,"1910 SOUTH AVE, LA CROSSE, WI - 54601",WI,608-775-5663,GUNDERSEN CREDIT UNION 
